Row Number,Shortest Rules
465,"[{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-left-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && middle-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-b <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && middle-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-right-square-x > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-b > 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-left-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && middle-left-square-o <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-x > 0.5 && middle-right-square-b <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-x > 0.5 && top-middle-square-b > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}]"
466,"[{'Rule': 'bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && middle-left-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && middle-left-square-o <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && top-left-square-o > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 4}]"
467,"[{'Rule': 'bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-o > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && middle-left-square-o <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && middle-left-square-x > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 4}]"
468,"[{'Rule': 'bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && top-left-square-o > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && top-left-square-x <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && middle-right-square-b > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && top-middle-square-b > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-o > 0.5 && top-left-square-o > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}]"
469,"[{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-left-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && top-left-square-o > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && top-middle-square-b > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-o > 0.5 && top-left-square-o > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}]"
470,"[{'Rule': 'bottom-middle-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-left-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && top-left-square-o > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && middle-left-square-o <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && top-left-square-x <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && top-middle-square-b > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}]"
471,"[{'Rule': 'bottom-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-left-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-left-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && top-left-square-o > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && middle-left-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && middle-left-square-o <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && top-middle-square-b > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}]"
472,"[{'Rule': 'bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-left-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && top-left-square-o > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && middle-left-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && middle-left-square-o <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && top-left-square-o > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && top-left-square-x <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && middle-right-square-b > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && top-middle-square-b > 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}]"
473,"[{'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && middle-left-square-b <= 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-right-square-o > 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}]"
474,"[{'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-b <= 0.5 && middle-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-right-square-b > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-b <= 0.5 && top-middle-square-b > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x > 0.5 && middle-left-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-left-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && top-left-square-x <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}]"
475,"[{'Rule': 'bottom-left-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-right-square-x > 0.5 && top-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}]"
476,"[{'Rule': 'bottom-left-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-b > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && top-left-square-o > 0.5 && top-right-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-right-square-x > 0.5 && top-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}]"
477,"[{'Rule': 'bottom-right-square-b > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && top-left-square-o > 0.5 && top-right-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-left-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && middle-left-square-o <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-o <= 0.5 && middle-right-square-x > 0.5 && top-left-square-b <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-b <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o > 0.5 && top-right-square-b > 0.5 => positive', 'Rule Length': 4}]"
478,"[{'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && middle-left-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-b <= 0.5 && middle-left-square-x > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-b <= 0.5 && top-right-square-b > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-b <= 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-b <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o > 0.5 && top-left-square-x <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}]"
479,"[{'Rule': 'bottom-left-square-b <= 0.5 && bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-left-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && middle-left-square-o <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-o <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 4}]"
480,"[{'Rule': 'bottom-left-square-b <= 0.5 && bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-b <= 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}]"
481,"[{'Rule': 'bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 => positive', 'Rule Length': 4}]"
